date,video_id,object_id,behavior,frame_number,timestamp,hour
2019_11_05,000002,0,standing,81,2.7,0.0
2019_11_05,000002,0,standing,82,2.7333333333333334,0.0
2019_11_05,000002,0,standing,83,2.7666666666666666,0.0
2019_11_05,000002,0,standing,84,2.8,0.0
2019_11_05,000002,0,standing,85,2.8333333333333335,0.0
2019_11_05,000002,0,standing,86,2.8666666666666667,0.0
2019_11_05,000002,0,standing,87,2.9,0.0
2019_11_05,000002,0,standing,88,2.933333333333333,0.0
2019_11_05,000002,0,walk,89,2.966666666666667,0.0
2019_11_05,000002,0,walk,90,3.0,0.0
2019_11_05,000002,0,walk,91,3.033333333333333,0.0
2019_11_05,000002,0,walk,92,3.066666666666667,0.0
2019_11_05,000002,0,walk,93,3.1,0.0
2019_11_05,000002,0,walk,94,3.1333333333333333,0.0
2019_11_05,000002,0,walk,95,3.1666666666666665,0.0
2019_11_05,000002,0,walk,96,3.2,0.0
2019_11_05,000002,0,walk,97,3.2333333333333334,0.0
2019_11_05,000002,0,walk,98,3.2666666666666666,0.0
2019_11_05,000002,0,walk,99,3.3,0.0
2019_11_05,000002,0,walk,100,3.3333333333333335,0.0
2019_11_05,000002,0,walk,101,3.3666666666666667,0.0
2019_11_05,000002,0,walk,102,3.4,0.0
2019_11_05,000002,0,walk,103,3.433333333333333,0.0
2019_11_05,000002,0,playwithtoy,104,3.466666666666667,0.0
2019_11_05,000002,0,playwithtoy,105,3.5,0.0
2019_11_05,000002,0,walk,106,3.533333333333333,0.0
2019_11_05,000002,0,run,107,3.566666666666667,0.0
2019_11_05,000002,0,run,108,3.6,0.0
2019_11_05,000002,0,standing,109,3.6333333333333333,0.0
2019_11_05,000002,0,standing,110,3.6666666666666665,0.0
2019_11_05,000002,0,standing,111,3.7,0.0
2019_11_05,000002,0,standing,112,3.7333333333333334,0.0
2019_11_05,000002,0,standing,113,3.7666666666666666,0.0
2019_11_05,000002,0,run,114,3.8,0.0
2019_11_05,000002,0,run,115,3.8333333333333335,0.0
2019_11_05,000002,0,walk,116,3.8666666666666667,0.0
2019_11_05,000002,0,walk,117,3.9,0.0
2019_11_05,000002,0,nose-to-nose,118,3.933333333333333,0.0
2019_11_05,000002,0,nose-to-nose,119,3.966666666666667,0.0
2019_11_05,000002,0,walk,120,4.0,0.0
2019_11_05,000002,0,walk,121,4.033333333333333,0.0
2019_11_05,000002,0,run,122,4.066666666666666,0.0
2019_11_05,000002,0,run,123,4.1,0.0
2019_11_05,000002,0,run,124,4.133333333333334,0.0
2019_11_05,000002,0,walk,125,4.166666666666667,0.0
2019_11_05,000002,0,walk,126,4.2,0.0
2019_11_05,000002,0,walk,127,4.233333333333333,0.0
2019_11_05,000002,0,walk,128,4.266666666666667,0.0
2019_11_05,000002,0,run,129,4.3,0.0
2019_11_05,000002,0,run,130,4.333333333333333,0.0
2019_11_05,000002,0,run,131,4.366666666666666,0.0
2019_11_05,000002,0,nose-to-nose,132,4.4,0.0
2019_11_05,000002,0,walk,133,4.433333333333334,0.0
2019_11_05,000002,0,walk,134,4.466666666666667,0.0
2019_11_05,000002,0,walk,135,4.5,0.0
2019_11_05,000002,0,walk,136,4.533333333333333,0.0
2019_11_05,000002,0,standing,137,4.566666666666666,0.0
2019_11_05,000002,0,standing,138,4.6,0.0
2019_11_05,000002,0,standing,139,4.633333333333334,0.0
2019_11_05,000002,0,standing,140,4.666666666666667,0.0
2019_11_05,000002,0,standing,141,4.7,0.0
2019_11_05,000002,0,standing,142,4.733333333333333,0.0
2019_11_05,000002,0,standing,143,4.766666666666667,0.0
2019_11_05,000002,0,standing,145,4.833333333333333,0.0
2019_11_05,000002,0,standing,146,4.866666666666666,0.0
2019_11_05,000002,0,standing,147,4.9,0.0
2019_11_05,000002,0,standing,148,4.933333333333334,0.0
2019_11_05,000002,0,walk,149,4.966666666666667,0.0
2019_11_05,000002,0,standing,150,5.0,0.0
2019_11_05,000002,0,standing,151,5.033333333333333,0.0
2019_11_05,000002,0,standing,152,5.066666666666666,0.0
2019_11_05,000002,0,standing,153,5.1,0.0
2019_11_05,000002,0,standing,154,5.133333333333334,0.0
2019_11_05,000002,0,standing,155,5.166666666666667,0.0
2019_11_05,000002,0,standing,156,5.2,0.0
2019_11_05,000002,0,standing,157,5.233333333333333,0.0
2019_11_05,000002,0,standing,158,5.266666666666667,0.0
2019_11_05,000002,0,standing,159,5.3,0.0
2019_11_05,000002,0,standing,160,5.333333333333333,0.0
2019_11_05,000002,0,standing,161,5.366666666666666,0.0
2019_11_05,000002,0,standing,162,5.4,0.0
2019_11_05,000002,0,run,163,5.433333333333334,0.0
2019_11_05,000002,0,run,164,5.466666666666667,0.0
2019_11_05,000002,0,jumpontopof,165,5.5,0.0
2019_11_05,000002,0,nose-to-nose,166,5.533333333333333,0.0
2019_11_05,000002,0,nose-to-nose,167,5.566666666666666,0.0
2019_11_05,000002,0,nose-to-nose,168,5.6,0.0
2019_11_05,000002,0,walk,169,5.633333333333334,0.0
2019_11_05,000002,0,walk,170,5.666666666666667,0.0
2019_11_05,000002,0,walk,171,5.7,0.0
2019_11_05,000002,0,walk,172,5.733333333333333,0.0
2019_11_05,000002,0,walk,173,5.766666666666667,0.0
2019_11_05,000002,0,walk,174,5.8,0.0
2019_11_05,000002,0,walk,175,5.833333333333333,0.0
2019_11_05,000002,0,run,176,5.866666666666666,0.0
2019_11_05,000002,0,run,177,5.9,0.0
2019_11_05,000002,0,run,178,5.933333333333334,0.0
2019_11_05,000002,0,nose-to-nose,179,5.966666666666667,0.0
2019_11_05,000002,0,nose-to-nose,180,6.0,0.0
2019_11_05,000002,0,walk,181,6.033333333333333,0.0
2019_11_05,000002,0,walk,182,6.066666666666666,0.0
2019_11_05,000002,0,walk,183,6.1,0.0
2019_11_05,000002,0,walk,184,6.133333333333334,0.0
2019_11_05,000002,0,investigating,185,6.166666666666667,0.0
2019_11_05,000002,0,investigating,186,6.2,0.0
2019_11_05,000002,0,investigating,187,6.233333333333333,0.0
2019_11_05,000002,0,investigating,188,6.266666666666667,0.0
2019_11_05,000002,0,investigating,190,6.333333333333333,0.0
2019_11_05,000002,0,investigating,191,6.366666666666666,0.0
2019_11_05,000002,0,nose-poke-elsewhere,192,6.4,0.0
2019_11_05,000002,0,nose-poke-elsewhere,193,6.433333333333334,0.0
2019_11_05,000002,0,nose-poke-elsewhere,194,6.466666666666667,0.0
2019_11_05,000002,0,nose-poke-elsewhere,195,6.5,0.0
2019_11_05,000002,0,walk,196,6.533333333333333,0.0
2019_11_05,000002,0,walk,197,6.566666666666666,0.0
2019_11_05,000002,0,walk,198,6.6,0.0
2019_11_05,000002,0,investigating,199,6.633333333333334,0.0
2019_11_05,000002,0,investigating,200,6.666666666666667,0.0
2019_11_05,000002,0,investigating,201,6.7,0.0
2019_11_05,000002,0,investigating,202,6.733333333333333,0.0
2019_11_05,000002,0,investigating,203,6.766666666666667,0.0
2019_11_05,000002,0,investigating,204,6.8,0.0
2019_11_05,000002,0,investigating,205,6.833333333333333,0.0
2019_11_05,000002,0,investigating,206,6.866666666666666,0.0
2019_11_05,000002,0,investigating,208,6.933333333333334,0.0
2019_11_05,000002,0,walk,209,6.966666666666667,0.0
2019_11_05,000002,0,walk,210,7.0,0.0
2019_11_05,000002,0,walk,211,7.033333333333333,0.0
2019_11_05,000002,0,walk,212,7.066666666666666,0.0
2019_11_05,000002,0,walk,213,7.1,0.0
2019_11_05,000002,0,walk,214,7.133333333333334,0.0
2019_11_05,000002,0,walk,215,7.166666666666667,0.0
2019_11_05,000002,0,walk,216,7.2,0.0
2019_11_05,000002,0,run,217,7.233333333333333,0.0
2019_11_05,000002,0,run,218,7.266666666666667,0.0
2019_11_05,000002,0,investigating,219,7.3,0.0
2019_11_05,000002,0,investigating,220,7.333333333333333,0.0
2019_11_05,000002,0,investigating,221,7.366666666666666,0.0
2019_11_05,000002,0,investigating,222,7.4,0.0
2019_11_05,000002,0,investigating,223,7.433333333333334,0.0
2019_11_05,000002,0,investigating,224,7.466666666666667,0.0
2019_11_05,000002,0,investigating,225,7.5,0.0
2019_11_05,000002,0,investigating,226,7.533333333333333,0.0
2019_11_05,000002,0,investigating,227,7.566666666666666,0.0
2019_11_05,000002,0,investigating,228,7.6,0.0
2019_11_05,000002,0,investigating,229,7.633333333333334,0.0
2019_11_05,000002,0,investigating,230,7.666666666666667,0.0
2019_11_05,000002,0,investigating,231,7.7,0.0
2019_11_05,000002,0,investigating,232,7.733333333333333,0.0
2019_11_05,000002,0,investigating,233,7.766666666666667,0.0
2019_11_05,000002,0,investigating,234,7.8,0.0
2019_11_05,000002,0,investigating,235,7.833333333333333,0.0
2019_11_05,000002,0,investigating,236,7.866666666666666,0.0
2019_11_05,000002,0,standing,237,7.9,0.0
2019_11_05,000002,0,standing,240,8.0,0.0
2019_11_05,000002,0,standing,242,8.066666666666666,0.0
2019_11_05,000002,0,standing,243,8.1,0.0
2019_11_05,000002,0,standing,244,8.133333333333333,0.0
2019_11_05,000002,0,standing,245,8.166666666666666,0.0
2019_11_05,000002,0,standing,246,8.2,0.0
2019_11_05,000002,0,standing,247,8.233333333333333,0.0
2019_11_05,000002,0,standing,248,8.266666666666667,0.0
2019_11_05,000002,0,standing,249,8.3,0.0
2019_11_05,000002,0,standing,250,8.333333333333334,0.0
2019_11_05,000002,0,standing,251,8.366666666666667,0.0
2019_11_05,000002,0,standing,252,8.4,0.0
2019_11_05,000002,0,standing,253,8.433333333333334,0.0
2019_11_05,000002,0,standing,254,8.466666666666667,0.0
2019_11_05,000002,0,standing,255,8.5,0.0
2019_11_05,000002,0,standing,256,8.533333333333333,0.0
2019_11_05,000002,0,standing,257,8.566666666666666,0.0
2019_11_05,000002,0,standing,258,8.6,0.0
2019_11_05,000002,0,standing,259,8.633333333333333,0.0
2019_11_05,000002,0,standing,260,8.666666666666666,0.0
2019_11_05,000002,0,walk,261,8.7,0.0
2019_11_05,000002,0,walk,262,8.733333333333333,0.0
2019_11_05,000002,0,walk,263,8.766666666666667,0.0
2019_11_05,000002,0,standing,264,8.8,0.0
2019_11_05,000002,0,standing,266,8.866666666666667,0.0
2019_11_05,000002,0,standing,267,8.9,0.0
2019_11_05,000002,0,standing,269,8.966666666666667,0.0
2019_11_05,000002,0,standing,270,9.0,0.0
2019_11_05,000002,0,standing,272,9.066666666666666,0.0
2019_11_05,000002,0,nose-to-nose,273,9.1,0.0
2019_11_05,000002,0,nose-to-nose,274,9.133333333333333,0.0
2019_11_05,000002,0,nose-to-nose,275,9.166666666666666,0.0
2019_11_05,000002,0,nose-to-nose,276,9.2,0.0
2019_11_05,000002,0,walk,277,9.233333333333333,0.0
2019_11_05,000002,0,walk,278,9.266666666666667,0.0
2019_11_05,000002,0,walk,279,9.3,0.0
2019_11_05,000002,0,walk,280,9.333333333333334,0.0
2019_11_05,000002,0,walk,281,9.366666666666667,0.0
2019_11_05,000002,0,walk,282,9.4,0.0
2019_11_05,000002,0,walk,283,9.433333333333334,0.0
2019_11_05,000002,0,walk,284,9.466666666666667,0.0
2019_11_05,000002,0,nose-poke-elsewhere,285,9.5,0.0
2019_11_05,000002,0,nose-poke-elsewhere,286,9.533333333333333,0.0
2019_11_05,000002,0,walk,287,9.566666666666666,0.0
2019_11_05,000002,0,walk,288,9.6,0.0
2019_11_05,000002,0,walk,289,9.633333333333333,0.0
2019_11_05,000002,0,walk,290,9.666666666666666,0.0
2019_11_05,000002,0,walk,291,9.7,0.0
2019_11_05,000002,0,walk,292,9.733333333333333,0.0
2019_11_05,000002,0,nose-to-nose,293,9.766666666666667,0.0
2019_11_05,000002,0,nose-to-nose,294,9.8,0.0
2019_11_05,000002,0,nose-to-nose,295,9.833333333333334,0.0
2019_11_05,000002,0,nose-to-nose,296,9.866666666666667,0.0
2019_11_05,000002,0,nose-to-nose,297,9.9,0.0
2019_11_05,000002,0,standing,298,9.933333333333334,0.0
2019_11_05,000002,0,standing,301,10.033333333333333,0.0
2019_11_05,000002,0,other,303,10.1,0.0
2019_11_05,000002,0,standing,304,10.133333333333333,0.0
2019_11_05,000002,0,standing,305,10.166666666666666,0.0
2019_11_05,000002,0,standing,306,10.2,0.0
2019_11_05,000002,0,standing,307,10.233333333333333,0.0
2019_11_05,000002,0,standing,308,10.266666666666667,0.0
2019_11_05,000002,0,standing,309,10.3,0.0
2019_11_05,000002,0,standing,311,10.366666666666667,0.0
2019_11_05,000002,0,standing,312,10.4,0.0
2019_11_05,000002,0,standing,313,10.433333333333334,0.0
2019_11_05,000002,0,standing,314,10.466666666666667,0.0
2019_11_05,000002,0,standing,315,10.5,0.0
2019_11_05,000002,0,nose-to-nose,316,10.533333333333333,0.0
2019_11_05,000002,0,nose-to-nose,317,10.566666666666666,0.0
2019_11_05,000002,0,nose-to-nose,320,10.666666666666666,0.0
2019_11_05,000002,0,nose-to-nose,321,10.7,0.0
2019_11_05,000002,0,nose-to-nose,324,10.8,0.0
2019_11_05,000002,0,nose-to-nose,325,10.833333333333334,0.0
2019_11_05,000002,0,standing,326,10.866666666666667,0.0
2019_11_05,000002,0,standing,327,10.9,0.0
2019_11_05,000002,0,standing,328,10.933333333333334,0.0
2019_11_05,000002,0,standing,329,10.966666666666667,0.0
2019_11_05,000002,0,standing,330,11.0,0.0
2019_11_05,000002,0,standing,331,11.033333333333333,0.0
2019_11_05,000002,0,standing,333,11.1,0.0
2019_11_05,000002,0,standing,334,11.133333333333333,0.0
2019_11_05,000002,0,standing,335,11.166666666666666,0.0
2019_11_05,000002,0,standing,336,11.2,0.0
2019_11_05,000002,0,standing,337,11.233333333333333,0.0
2019_11_05,000002,0,standing,338,11.266666666666667,0.0
2019_11_05,000002,0,standing,339,11.3,0.0
2019_11_05,000002,0,walk,340,11.333333333333334,0.0
2019_11_05,000002,0,walk,341,11.366666666666667,0.0
2019_11_05,000002,0,walk,342,11.4,0.0
2019_11_05,000002,0,standing,343,11.433333333333334,0.0
2019_11_05,000002,0,standing,344,11.466666666666667,0.0
2019_11_05,000002,0,standing,345,11.5,0.0
2019_11_05,000002,0,standing,346,11.533333333333333,0.0
2019_11_05,000002,0,standing,349,11.633333333333333,0.0
2019_11_05,000002,0,standing,350,11.666666666666666,0.0
2019_11_05,000002,0,walk,351,11.7,0.0
2019_11_05,000002,0,walk,352,11.733333333333333,0.0
2019_11_05,000002,0,walk,353,11.766666666666667,0.0
2019_11_05,000002,0,standing,354,11.8,0.0
2019_11_05,000002,0,standing,355,11.833333333333334,0.0
2019_11_05,000002,0,standing,356,11.866666666666667,0.0
2019_11_05,000002,0,standing,357,11.9,0.0
2019_11_05,000002,0,standing,358,11.933333333333334,0.0
2019_11_05,000002,0,standing,359,11.966666666666667,0.0
2019_11_05,000002,0,standing,360,12.0,0.0
2019_11_05,000002,0,standing,362,12.066666666666666,0.0
2019_11_05,000002,0,standing,363,12.1,0.0
2019_11_05,000002,0,standing,364,12.133333333333333,0.0
2019_11_05,000002,0,standing,365,12.166666666666666,0.0
2019_11_05,000002,0,standing,371,12.366666666666667,0.0
2019_11_05,000002,0,standing,372,12.4,0.0
2019_11_05,000002,0,standing,373,12.433333333333334,0.0
2019_11_05,000002,0,standing,374,12.466666666666667,0.0
2019_11_05,000002,0,walk,375,12.5,0.0
2019_11_05,000002,0,walk,376,12.533333333333333,0.0
2019_11_05,000002,0,walk,377,12.566666666666666,0.0
2019_11_05,000002,0,walk,378,12.6,0.0
2019_11_05,000002,0,walk,379,12.633333333333333,0.0
2019_11_05,000002,0,playwithtoy,380,12.666666666666666,0.0
2019_11_05,000002,0,playwithtoy,381,12.7,0.0
2019_11_05,000002,0,playwithtoy,382,12.733333333333333,0.0
2019_11_05,000002,0,playwithtoy,385,12.833333333333334,0.0
2019_11_05,000002,0,playwithtoy,386,12.866666666666667,0.0
2019_11_05,000002,0,playwithtoy,387,12.9,0.0
2019_11_05,000002,0,playwithtoy,390,13.0,0.0
2019_11_05,000002,0,playwithtoy,392,13.066666666666666,0.0
2019_11_05,000002,0,playwithtoy,395,13.166666666666666,0.0
2019_11_05,000002,0,playwithtoy,396,13.2,0.0
2019_11_05,000002,0,playwithtoy,397,13.233333333333333,0.0
2019_11_05,000002,0,playwithtoy,398,13.266666666666667,0.0
2019_11_05,000002,0,playwithtoy,399,13.3,0.0
2019_11_05,000002,0,playwithtoy,400,13.333333333333334,0.0
2019_11_05,000002,0,playwithtoy,403,13.433333333333334,0.0
2019_11_05,000002,0,playwithtoy,404,13.466666666666667,0.0
2019_11_05,000002,0,playwithtoy,405,13.5,0.0
2019_11_05,000002,0,playwithtoy,407,13.566666666666666,0.0
2019_11_05,000002,0,playwithtoy,408,13.6,0.0
2019_11_05,000002,0,playwithtoy,409,13.633333333333333,0.0
2019_11_05,000002,0,standing,415,13.833333333333334,0.0
2019_11_05,000002,0,standing,417,13.9,0.0
2019_11_05,000002,0,playwithtoy,418,13.933333333333334,0.0
2019_11_05,000002,0,playwithtoy,419,13.966666666666667,0.0
2019_11_05,000002,0,playwithtoy,426,14.2,0.0
2019_11_05,000002,0,playwithtoy,429,14.3,0.0
2019_11_05,000002,0,playwithtoy,430,14.333333333333334,0.0
2019_11_05,000002,0,playwithtoy,432,14.4,0.0
2019_11_05,000002,0,playwithtoy,433,14.433333333333334,0.0
2019_11_05,000002,0,playwithtoy,434,14.466666666666667,0.0
2019_11_05,000002,0,playwithtoy,437,14.566666666666666,0.0
2019_11_05,000002,0,playwithtoy,439,14.633333333333333,0.0
2019_11_05,000002,0,playwithtoy,440,14.666666666666666,0.0
2019_11_05,000002,0,playwithtoy,441,14.7,0.0
2019_11_05,000002,0,playwithtoy,442,14.733333333333333,0.0
2019_11_05,000002,0,nose-to-nose,443,14.766666666666667,0.0
2019_11_05,000002,0,nose-to-nose,444,14.8,0.0
2019_11_05,000002,0,playwithtoy,460,15.333333333333334,0.0
2019_11_05,000002,0,nose-to-nose,464,15.466666666666667,0.0
2019_11_05,000002,0,nose-to-nose,465,15.5,0.0
2019_11_05,000002,0,nose-to-nose,468,15.6,0.0
2019_11_05,000002,0,nose-to-nose,469,15.633333333333333,0.0
2019_11_05,000002,0,nose-to-nose,471,15.7,0.0
2019_11_05,000002,0,walk,472,15.733333333333333,0.0
2019_11_05,000002,0,walk,473,15.766666666666667,0.0
2019_11_05,000002,0,walk,474,15.8,0.0
2019_11_05,000002,0,walk,475,15.833333333333334,0.0
2019_11_05,000002,0,walk,476,15.866666666666667,0.0
2019_11_05,000002,0,walk,477,15.9,0.0
2019_11_05,000002,0,walk,478,15.933333333333334,0.0
2019_11_05,000002,0,walk,479,15.966666666666667,0.0
2019_11_05,000002,0,walk,480,16.0,0.0
2019_11_05,000002,0,walk,481,16.033333333333335,0.0
2019_11_05,000002,0,walk,482,16.066666666666666,0.0
2019_11_05,000002,0,walk,483,16.1,0.0
2019_11_05,000002,0,walk,484,16.133333333333333,0.0
2019_11_05,000002,0,nose-to-nose,485,16.166666666666668,0.0
2019_11_05,000002,0,nose-to-nose,486,16.2,0.0
2019_11_05,000002,0,nose-to-nose,487,16.233333333333334,0.0
2019_11_05,000002,0,nose-poke-elsewhere,488,16.266666666666666,0.0
2019_11_05,000002,0,nose-poke-elsewhere,489,16.3,0.0
2019_11_05,000002,0,walk,490,16.333333333333332,0.0
2019_11_05,000002,0,walk,491,16.366666666666667,0.0
2019_11_05,000002,0,walk,492,16.4,0.0
2019_11_05,000002,0,walk,493,16.433333333333334,0.0
2019_11_05,000002,0,walk,494,16.466666666666665,0.0
2019_11_05,000002,0,walk,495,16.5,0.0
2019_11_05,000002,0,drink,496,16.533333333333335,0.0
2019_11_05,000002,0,drink,497,16.566666666666666,0.0
2019_11_05,000002,0,drink,498,16.6,0.0
2019_11_05,000002,0,drink,499,16.633333333333333,0.0
2019_11_05,000002,0,drink,500,16.666666666666668,0.0
2019_11_05,000002,0,drink,501,16.7,0.0
2019_11_05,000002,0,drink,502,16.733333333333334,0.0
2019_11_05,000002,0,drink,503,16.766666666666666,0.0
2019_11_05,000002,0,standing,504,16.8,0.0
2019_11_05,000002,0,standing,505,16.833333333333332,0.0
2019_11_05,000002,0,standing,506,16.866666666666667,0.0
2019_11_05,000002,0,drink,507,16.9,0.0
2019_11_05,000002,0,drink,508,16.933333333333334,0.0
2019_11_05,000002,0,drink,509,16.966666666666665,0.0
2019_11_05,000002,0,investigating,510,17.0,0.0
2019_11_05,000002,0,investigating,511,17.033333333333335,0.0
2019_11_05,000002,0,investigating,512,17.066666666666666,0.0
2019_11_05,000002,0,investigating,513,17.1,0.0
2019_11_05,000002,0,drink,514,17.133333333333333,0.0
2019_11_05,000002,0,drink,515,17.166666666666668,0.0
2019_11_05,000002,0,drink,516,17.2,0.0
2019_11_05,000002,0,walk,517,17.233333333333334,0.0
2019_11_05,000002,0,walk,518,17.266666666666666,0.0
2019_11_05,000002,0,walk,519,17.3,0.0
2019_11_05,000002,0,walk,520,17.333333333333332,0.0
2019_11_05,000002,0,investigating,521,17.366666666666667,0.0
2019_11_05,000002,0,investigating,522,17.4,0.0
2019_11_05,000002,0,investigating,523,17.433333333333334,0.0
2019_11_05,000002,0,investigating,524,17.466666666666665,0.0
2019_11_05,000002,0,investigating,525,17.5,0.0
2019_11_05,000002,0,investigating,526,17.533333333333335,0.0
2019_11_05,000002,0,investigating,527,17.566666666666666,0.0
2019_11_05,000002,0,investigating,528,17.6,0.0
2019_11_05,000002,0,walk,529,17.633333333333333,0.0
2019_11_05,000002,0,walk,530,17.666666666666668,0.0
2019_11_05,000002,0,walk,531,17.7,0.0
2019_11_05,000002,0,walk,532,17.733333333333334,0.0
2019_11_05,000002,0,walk,533,17.766666666666666,0.0
2019_11_05,000002,0,walk,534,17.8,0.0
2019_11_05,000002,0,walk,535,17.833333333333332,0.0
2019_11_05,000002,0,investigating,536,17.866666666666667,0.0
2019_11_05,000002,0,investigating,537,17.9,0.0
2019_11_05,000002,0,investigating,539,17.966666666666665,0.0
2019_11_05,000002,0,investigating,543,18.1,0.0
2019_11_05,000002,0,investigating,544,18.133333333333333,0.0
2019_11_05,000002,0,nose-to-nose,545,18.166666666666668,0.0
2019_11_05,000002,0,nose-poke-elsewhere,546,18.2,0.0
2019_11_05,000002,0,investigating,547,18.233333333333334,0.0
2019_11_05,000002,0,standing,548,18.266666666666666,0.0
2019_11_05,000002,0,standing,549,18.3,0.0
2019_11_05,000002,0,standing,550,18.333333333333332,0.0
2019_11_05,000002,0,standing,551,18.366666666666667,0.0
2019_11_05,000002,0,standing,553,18.433333333333334,0.0
2019_11_05,000002,0,standing,554,18.466666666666665,0.0
2019_11_05,000002,0,standing,555,18.5,0.0
2019_11_05,000002,0,standing,556,18.533333333333335,0.0
2019_11_05,000002,0,standing,558,18.6,0.0
2019_11_05,000002,0,standing,559,18.633333333333333,0.0
2019_11_05,000002,0,standing,560,18.666666666666668,0.0
2019_11_05,000002,0,standing,561,18.7,0.0
2019_11_05,000002,0,standing,562,18.733333333333334,0.0
2019_11_05,000002,0,standing,563,18.766666666666666,0.0
2019_11_05,000002,0,standing,564,18.8,0.0
2019_11_05,000002,0,standing,565,18.833333333333332,0.0
2019_11_05,000002,0,standing,566,18.866666666666667,0.0
2019_11_05,000002,0,standing,567,18.9,0.0
2019_11_05,000002,0,standing,568,18.933333333333334,0.0
2019_11_05,000002,0,standing,569,18.966666666666665,0.0
2019_11_05,000002,0,standing,570,19.0,0.0
2019_11_05,000002,0,standing,571,19.033333333333335,0.0
2019_11_05,000002,0,standing,572,19.066666666666666,0.0
2019_11_05,000002,0,standing,573,19.1,0.0
2019_11_05,000002,0,standing,574,19.133333333333333,0.0
2019_11_05,000002,0,standing,575,19.166666666666668,0.0
2019_11_05,000002,0,standing,576,19.2,0.0
